ID_PRODUCTO	DESCRIPCIÓN DE PRODUCTO
P0122	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0161	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD (VENTA A TITULO GRATUITO)
P0122	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE
P0123	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOL PARA PERFUSION
P0122	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0123	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOL PARA PERFUSION
P0123	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOL PARA PERFUSION
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0122	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE
P0122	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0162	ALPRAZOLAM 0.5 MG
P0114	ALPRAZOLAM 0.5 MG TAB	TABP0114
P0117	IBUPROFENO - 400 MG - TABLETA RECUBIERTA - IBUPROFENO
P0114	ALPRAZOLAM 0.5 MG TAB
P0114	ALPRAZOLAM 0.5 MG TAB
P0062	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL - AMOXICILINA
P0062	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL - AMOXICILINA
P0016	FENOBARBITAL - 100 MG - TABLETA - FENOBARBITAL
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0067	EPOETINA ALFA - 2000 UI/ML INY 1ML - SOLUCION INYECTABLE - EPOTROPIN- A
P0163	ETILEFRINA - 10 MG. / 1 ML. - SOLUCION INYECTABLE - VASOPRESS
P0153	DICLOXACILINA - 500 MG. - CAPSULA - DICLOXACILINA
P0164	KETAMINA (COMO CLORHIDRATO) - 50 MG/ML X 10 ML - SOLUCION INYECTABLE
P0079	ALBENDAZOL - 100 MG./ 5 ML./ 20 ML. - SUSPENSION ORAL - ALBENDAZOL
P0090	SULFATO DE BARIO CON EQUIPO (USO RECTAL) - 397 G. (POLVO) - POLVO PARA SUSPENSION RECTAL - BARIO DIF
P0053	CEFTRIAXONA - 1 GR - POLVO PARA SOLUCION INYECTABLE - TREXACAD
P0165	METRONIDAZOL - 250 MG/5 ML SUS 120 ML - SUSPENSION ORAL - METRONIDAZOL
P0166	DIAZEPAM - 10 MG - TABLETA - DIAZEPAM
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0122	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0114	ALPRAZOLAM 0.5 MG TAB
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0123	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOL PARA PERFUSION
P0087	GABAPENTINA - 300 MG - CAPSULA - NEUROCAD-300
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0110	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL INY
P0167	BUPIVACAINA HIPERBARICA - 0.5 %./ 4 ML. - SOL. INY. - BUPIVACAINA HIPERBARICA
P0128	DEXTROMETORFANO - 15 MG./ 5 ML./ 120 ML. - JARABE - DEXTROMETORFANO
P0168	BECLOMETASONA - 250 MCG./ 200 DOSIS - AEROSOL PARA INHALACION
P0030	RISPERIDONA - 2 MG - TABLETA RECUBIERTA - ZOFRECAD
P0030	RISPERIDONA - 2 MG - TABLETA RECUBIERTA - ZOFRECAD
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0131	MISOPROSTOL - 200 MCG.  - TABLETA - MYSTOL
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0168	BECLOMETASONA - 250 MCG./ 200 DOSIS - AEROSOL PARA INHALACION
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0169	ALCOHOL POLIVINILICO - 1.4 % SOL OFT. - SOL. OFT. - LAGRIMAS ISOTONICAS
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0131	MISOPROSTOL - 200 MCG.  - TABLETA - MYSTOL
P0131	MISOPROSTOL - 200 MCG.  - TABLETA - MYSTOL
P0167	BUPIVACAINA HIPERBARICA - 0.5 %./ 4 ML. - SOL. INY. - BUPIVACAINA HIPERBARICA
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0170	SOLUCION POLIELECTROLITICA - 1000 ML - SOL. INY. - SOL. POLIELECTROLITICA
P0128	DEXTROMETORFANO - 15 MG./ 5 ML./ 120 ML. - JARABE - DEXTROMETORFANO
P0168	BECLOMETASONA - 250 MCG./ 200 DOSIS - AEROSOL PARA INHALACION
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0054	SIMETICONA - 80 MG. / ML. X 15 ML - SUSPENSION ORAL - SIMETICONA
P0117	IBUPROFENO - 400 MG - TABLETA RECUBIERTA - IBUPROFENO
P0004	PARACETAMOL - 500 MG - TABLETA - PARACETAMOL
P0171	AMIODARONA - 50 MG/ML INY 3 ML - SOL. INY. - AMIODARONA CLORHIDRATO
P0169	ALCOHOL POLIVINILICO - 1.4 % SOL OFT. - SOL. OFT. - LAGRIMAS ISOTONICAS
P0036	ALPROSTADIL - 500 MCG/ML - SOLUCION INYECTABLE - ALPOSCAD
P0095	ALPROSTADIL - 500 MCG/ML X 1 ML - SOLUCION INYECTABLE - ALPOSCAD 500
P0036	ALPROSTADIL - 500 MCG/ML - SOLUCION INYECTABLE - ALPOSCAD
P0087	GABAPENTINA - 300 MG - CAPSULA - NEUROCAD-300
P0172	CLORFENAMINA - 2 MG./ 5 ML./ 120 ML. - SOL. ORAL - CLORFENAMINA MALEATO
P0172	CLORFENAMINA - 2 MG./ 5 ML./ 120 ML. - SOL. ORAL - CLORFENAMINA MALEATO
P0173	BUDESONIDA - 200 MCG / DOSIS AER 200 DOSIS P/INHAL - AEROSOL PARA INHALACION - BUDESONIDA
P0173	BUDESONIDA - 200 MCG / DOSIS AER 200 DOSIS P/INHAL - AEROSOL PARA INHALACION - BUDESONIDA
P0067	EPOETINA ALFA - 2000 UI/ML INY 1ML - SOLUCION INYECTABLE - EPOTROPIN- A
P0072	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE - FLUMAZENIL 0.5 MG/5ML
P0153	DICLOXACILINA - 500 MG. - CAPSULA - DICLOXACILINA
P0076	ENALAPRIL - 20 MG. - TABLETA - ENALAPRIL
P0076	ENALAPRIL - 20 MG. - TABLETA - ENALAPRIL
P0046	ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO - 400 + 400 MG/5ML SUS 120 ML
P0174	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0174	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0062	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL - AMOXICILINA
P0062	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL - AMOXICILINA
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0115	ATENOLOL 100 MG
P0175	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOL. PARA PERFUSION
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0096	TIAMINA - 100 MG. - TABLETA RECUBIERTA - TIAMINA
P0176	ACICLOVIR - 250 MG./10 ML. - POLVO PARA SOLUCION INYECTABLE - ACICLOVIR
P0176	ACICLOVIR - 250 MG./10 ML. - POLVO PARA SOLUCION INYECTABLE - ACICLOVIR
P0072	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE - FLUMAZENIL 0.5 MG/5ML
P0072	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE - FLUMAZENIL 0.5 MG/5ML
P0095	ALPROSTADIL - 500 MCG/ML X 1 ML - SOLUCION INYECTABLE - ALPOSCAD 500
P0177	AMITRIPTILINA - 25 MG - TABLETA RECUBIERTA - AMITRIPTILINA
P0148	AMLODIPINO - 5 MG. - TABLETA - AMLODIPINO
P0041	CIPROFLOXACINO CLORHIDRATO - 0.3% - 5 ML  - SOLUCION OFTALMICA - FLOXICAD
P0020	METFORMINA - 850 MG - TABLETA RECUBIERTA - METFORCAD
P0020	METFORMINA - 850 MG - TABLETA RECUBIERTA - METFORCAD
P0016	FENOBARBITAL - 100 MG - TABLETA - FENOBARBITAL
P0178	TAMSULOSINA - 0.4 MG - CAPSULA DE LIBERACION PROLONGADA - ORIFLOW 0.4 MG
P0095	ALPROSTADIL - 500 MCG/ML X 1 ML - SOLUCION INYECTABLE - ALPOSCAD 500
P0095	ALPROSTADIL - 500 MCG/ML X 1 ML - SOLUCION INYECTABLE - ALPOSCAD 500
P0053	CEFTRIAXONA - 1 GR - POLVO PARA SOLUCION INYECTABLE - TREXACAD
P0053	CEFTRIAXONA - 1 GR - POLVO PARA SOLUCION INYECTABLE - TREXACAD
P0145	LEFLUNOMIDA - 20 MG - TABLETA RECUBIERTA - ARTRICAD
P0063	PREDNISONA - 5 MG/5 ML SOL 120 ML + DOSIFICADOR - SOLUCION ORAL - PREDNISONA
P0072	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE - FLUMAZENIL 0.5 MG/5ML
P0073	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION - GANCI
P0060	ORFENADRINA CITRATO - 100 MG - TABLETA DE LIBERACION PROLONGADA - ORFENADRINA CITRATO
P0117	IBUPROFENO - 400 MG - TABLETA RECUBIERTA - IBUPROFENO
P0017	LOSARTAN POTASICO - 50 MG - TABLETA RECUBIERTA - LOSARTAN POTASICO
P0017	LOSARTAN POTASICO - 50 MG - TABLETA RECUBIERTA - LOSARTAN POTASICO
P0004	PARACETAMOL - 500 MG - TABLETA - PARACETAMOL
P0030	RISPERIDONA - 2 MG - TABLETA RECUBIERTA - ZOFRECAD
P0067	EPOETINA ALFA - 2000 UI/ML INY 1ML - SOLUCION INYECTABLE - EPOTROPIN- A
P0179	EPOETINA ALFA - 2000 UI/ML INY 1ML - SOLUCION INYECTABLE - EPOETINA ALFA
P0001	ESCOPOLAMINA N-BUTIL BROMURO - 20 MG/ML INY 1ML IM/IV - SOLUCION INYECTABLE - N- BUTILBROMURO DE HIO
P0006	CETIRIZINA - 10MG - TABLETA RECUBIERTA - CETCAD
P0006	CETIRIZINA - 10MG - TABLETA RECUBIERTA - CETCAD
P0053	CEFTRIAXONA - 1 GR - POLVO PARA SOLUCION INYECTABLE - TREXACAD
P0053	CEFTRIAXONA - 1 GR - POLVO PARA SOLUCION INYECTABLE - TREXACAD
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0062	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL - AMOXICILINA
P0062	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL - AMOXICILINA
P0117	IBUPROFENO - 400 MG - TABLETA RECUBIERTA - IBUPROFENO
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0012	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML. - POLVO PARA SUSPENSION ORAL - CEFALEXINA 250 MG/5ML
P0012	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML. - POLVO PARA SUSPENSION ORAL - CEFALEXINA 250 MG/5ML
P0012	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML. - POLVO PARA SUSPENSION ORAL - CEFALEXINA 250 MG/5ML
P0012	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML. - POLVO PARA SUSPENSION ORAL - CEFALEXINA 250 MG/5ML
P0095	ALPROSTADIL - 500 MCG/ML X 1 ML - SOLUCION INYECTABLE - ALPOSCAD 500
P0180	BENZOATO DE BENCILO - 25% / 120 ML. - LOCION - GENSARNA
P0023	FENITOINA SODICA - 100 MG. / 2 ML. I.M./I.V. - SOLUCION INYECTABLE - FENITOINA SODICA
P0023	FENITOINA SODICA - 100 MG. / 2 ML. I.M./I.V. - SOLUCION INYECTABLE - FENITOINA SODICA
P0072	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE - FLUMAZENIL 0.5 MG/5ML
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0058	HIPROMELOSA - 0.3% SOL OFT 15ML - SOLUCION OFTALMICA - HIPROMELOSA
P0058	HIPROMELOSA - 0.3% SOL OFT 15ML - SOLUCION OFTALMICA - HIPROMELOSA
P0013	NIFEDIPINO - 10 MG - TABLETA - NIFEDIPINO
P0041	CIPROFLOXACINO CLORHIDRATO - 0.3% - 5 ML  - SOLUCION OFTALMICA - FLOXICAD
P0092	CLOPIDOGREL - 75 MG - TABLETA RECUBIERTA - CLOPIDOFREL
P0109	RANITIDINA - 50MG/2ML - SOLUCION INYECTABLE - FLUXTAC 50MG/2ML
P0060	ORFENADRINA CITRATO - 100 MG - TABLETA DE LIBERACION PROLONGADA - ORFENADRINA CITRATO
P0120	ORFENADRINA CITRATO - 60 MG/ML INY 2ML  - SOLUCION INYECTABLE - ORFLEXDAN
P0029	SULFATO FERROSO - 75 MG./ 5 ML./ 180 ML. - JARABE - SULFATO FERROSO
P0181	GLUCONATO DE CALCIO - 100 MG/ML (10%) INY 10ML - SOLUCION INYECTABLE - GLUCAL
P0072	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE - FLUMAZENIL 0.5 MG/5ML
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0016	FENOBARBITAL - 100 MG - TABLETA - FENOBARBITAL
P0016	FENOBARBITAL - 100 MG - TABLETA - FENOBARBITAL
P0065	AMOXICILINA - 250 MG/5 ML SUS 60 ML - POLVO PARA SUSPENSION ORAL - AMOXICILINA
P0182	CAPTOPRIL - 25 MG. - TABLETA - CAPTOPRIL
P0182	CAPTOPRIL - 25 MG. - TABLETA - CAPTOPRIL
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0092	CLOPIDOGREL - 75 MG - TABLETA RECUBIERTA - CLOPIDOFREL
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0158	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0007	ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO - 400 + 400 MG/5ML SUS 120 ML - SUSPENSION ORAL
P0063	PREDNISONA - 5 MG/5 ML SOL 120 ML + DOSIFICADOR - SOLUCION ORAL - PREDNISONA
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0169	ALCOHOL POLIVINILICO - 1.4 % SOL OFT. - SOL. OFT. - LAGRIMAS ISOTONICAS
P0090	SULFATO DE BARIO CON EQUIPO (USO RECTAL) - 397 G. (POLVO) - POLVO PARA SUSPENSION RECTAL - BARIO DIF
P0183	CICLOFOSFAMIDA - 1G. - POLVO PARA SOLUCION INYECTABLE - CICLOFOSFAMIDA
P0184	DESCUENTO CONCEDIDO
P0185	REDONDEO
P0038	FENOBARBITAL SODICO - 200 MG/2 ML - SOLUCION INYECTABLE - FENOBARBITAL
P0186	ADENOSINA - 6 MG./ 2 ML. - SOLUCION INYECTABLE - ADENOCIL
P0186	ADENOSINA - 6 MG./ 2 ML. - SOLUCION INYECTABLE - ADENOCIL
P0187	ATROPINA  SULFATO - 0.5 MG X 1 ML IM/IV /SC - SOLUCION INYECTABLE
P0003	FLUCONAZOL - 150 MG. - CAPSULA - FLUCONAZOL
P0038	FENOBARBITAL SODICO - 200 MG/2 ML - SOLUCION INYECTABLE - FENOBARBITAL
P0188	SULFATO DE BARIO SIN AGENTES EN SUSPENSIÓN - 98% - 340 G - POLVO PARA SUSP. ORAL
P0187	ATROPINA  SULFATO - 0.5 MG X 1 ML IM/IV /SC - SOLUCION INYECTABLE
P0003	FLUCONAZOL - 150 MG. - CAPSULA - FLUCONAZOL
P0079	ALBENDAZOL - 100 MG./ 5 ML./ 20 ML. - SUSPENSION ORAL - ALBENDAZOL
P0166	DIAZEPAM - 10 MG - TABLETA - DIAZEPAM
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0073	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION - GANCI
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0047	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE - CODEINA FOSFATO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0047	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE - CODEINA FOSFATO
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0047	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE - CODEINA FOSFATO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0047	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE - CODEINA FOSFATO
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0097	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOLUCION INYECTABLE - EPINEFRINA (COMO
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0047	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE - CODEINA FOSFATO
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0164	KETAMINA (COMO CLORHIDRATO) - 50 MG/ML X 10 ML - SOLUCION INYECTABLE
P0189	FUROSEMIDA - 20 MG/2 ML  - SOLUCION INYECTABLE - FUROSEMAX
P0190	BROMURO DE IPRATROPIO - 20 MCG./ 200 DOSIS P/INHAL. AEROSOL - AEROSOL PARA INHALACION - BROMURO DE I
P0102	ERGOMETRINA - 0.2 MG/ML - SOLUCION INYECTABLE - ERGOTAS
P0174	AMOXICILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0015	CLORFENAMINA - 2 MG./ 5 ML./ 120 ML. - SOLUCION ORAL
P0090	SULFATO DE BARIO CON EQUIPO (USO RECTAL) - 397 G. (POLVO) - POLVO PARA SUSPENSION RECTAL - BARIO DIF
P0191	ALCOHOL YODADO - SOLUCION - 1 LITRO - SOLUCION - ALCOHOL YODADO
P0060	ORFENADRINA CITRATO - 100 MG - TABLETA DE LIBERACION PROLONGADA - ORFENADRINA CITRATO
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0041	CIPROFLOXACINO CLORHIDRATO - 0.3% - 5 ML  - SOLUCION OFTALMICA - FLOXICAD
P0060	ORFENADRINA CITRATO - 100 MG - TABLETA DE LIBERACION PROLONGADA - ORFENADRINA CITRATO
P0134	BISMUTO SUBSALICILATO - 87.33 MG/ 5 ML SUS 150 ML. + DOSIFICADOR - SUSPENSION ORAL - BISMUTO SUBSALI
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0192	CLORURO DE SODIO - 20 %./ 20 ML.  - CONCENTRADO PARA SOLUCION INYECTABLE - DESHIDRAL 20%
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0120	ORFENADRINA CITRATO - 60 MG/ML INY 2ML  - SOLUCION INYECTABLE - ORFLEXDAN
P0058	HIPROMELOSA - 0.3% SOL OFT 15ML - SOLUCION OFTALMICA - HIPROMELOSA
P0012	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML. - POLVO PARA SUSPENSION ORAL - CEFALEXINA 250 MG/5ML
P0085	INDOMETACINA - 25 MG  - CAPSULA - IMECAD
P0067	EPOETINA ALFA - 2000 UI/ML INY 1ML - SOLUCION INYECTABLE - EPOTROPIN- A
P0113	SULFATO DE BARIO SIN AGENTES EN SUSPENSIÓN - 98% - 340 G - POLVO PARA SUSPENSION ORAL - BARIO DIF 98
P0193	RANITIDINA - 50MG/2ML - SOLUCION INYECTABLE - FLUXTAC
P0085	INDOMETACINA - 25 MG  - CAPSULA - IMECAD
